,NCAV,Name,P/E,Ticker,currentPrice,earnings,floatShares,marketCap,revenue,sector,totalCurrentAssets,totalDebt
5056,66.8857798473368,Global Indemnity PLC,13.211643796416162,GBLI,26.78,29354000,3780086.0,387814592.0,677768000,Financial Services,406738000.0,153904000.0
5057,,Global Pharmatech Inc,,GBLP,0.15,,,817410.0,,Healthcare,,2624400.0
5058,,Too Gourmet Inc,,GBLS,,,,,,,,
5059,,American Fire Retardant Corp,,GBMS,,,,,,,,
5060,,General Binding Corp,,GBND,,,,,,,,
5061,,Guaranty Bancorp,,GBNK,,,,,,,,
5062,,Gables Residential Trust,,GBP,,,,,,,,
5063,,Global Precision Medical Inc,,GBPMF,,,,,,,,
5064,1.0200632963725405,New Concept Energy Inc,153.22475714285713,GBR,2.09,70000,3737023.0,10725733.0,101000,Real Estate,3812000.0,0.0
5065,,Global Resource Corp,,GBRC,,,,,,,,
5066,,GBS Enterprises Inc,,GBSX,,,,,,,,
5067,,GB&T Bancshares Inc,,GBTB,,,,,,,,
5068,,Gateway Financial Holdings Inc,,GBTS,,,,,,,,
5069,,Granite Broadcasting Corp,,GBTVK,,,,,,,,
5070,6.506419227202388,Greenbrier Companies Inc,41.70855386889183,GBX,41.62,32477000,31224553.0,1354568704.0,1747981000,Industrials,1747260000.0,1544099968.0
5071,,Global Cash Access Holdings Inc,,GCA,,,,,,,,
5072,-0.000500156514246894,Gammacan International Inc,-1.266894820216995,GCAN,0.0015,-602226,502992549.0,762957.0,12630,Healthcare,377520.0,629095.0
5073,,Gain Capital Holdings Inc,,GCAP,,,,,,,,
5074,34.52406350360868,Greene County Bancorp Inc,19.82740422688163,GCBC,55.76,23942000,3332661.0,474707712.0,58838000,Financial Services,164320000.0,49263000.0
5075,,Golden Cycle Gold Corp,,GCC,,,,,,,,
5076,,Greenhaven Continuous Commodity Index Fund,,GCC,,,,,,,,
5077,-13.043005222851951,Global Clean Energy Holdings Inc,-2.3220239309898485,GCEH,2.98,-51415508,26003609.0,119388040.0,214909,Consumer Defensive,18771080.0,357936288.0
5078,,Global Income & Currency Fund Inc,,GCF,,,,,,,,
5079,,Granite City Food & Brewery LTD,,GCFB,0.0001,,2942709.0,5600779.0,,Consumer Cyclical,,138475568.0
5080,,Central Federal Corp,,GCFC,,,,,,,,
5081,,Green Capital Group Inc,,GCGR,,,,,,,,
5082,,Aberdeen Greater China Fund Inc,,GCH,,,,,,,,
5083,,Goldland Holdings Corp,,GCHO,,,,,,,,
5084,,Vista Dorada Corp,,GCHT,,,,,,,,
5085,-7.572833354835053,Gannett Co Inc,-4.123401135134334,GCI,3.91,-134962000,126447251.0,556502464.0,3208083000,Communication Services,577261000.0,1534824960.0
5086,,Gold Crest Mines Inc,,GCMN,,,,,,,,
5087,5.968051631264441,Genesco Inc,-15.296026085877829,GCO,59.09,-56429000,12927671.0,863139456.0,1786530000,Consumer Cyclical,709798000.0,632644992.0
5088,,Globecomm Systems Inc,,GCOM,,,,,,,,
5089,,Genencor International Inc,,GCOR,,,,,,,,
5090,,General Components Inc,,GCPO,,,,,,,,
5091,,DWS Institutional Funds,,GCS,,,,,,,,
5092,,GMH Communities Trust,,GCT,,,,,,,,
5093,,Gabelli Convertible & Income Securities Fund Inc,45.990573789502285,GCV,5.9,2414544,,111046264.0,2453924,Financial Services,474702.0,0.0
5094,,Golden Century Technologies Corp,,GCYT,,,,,,,,
5095,28.06704626874127,General Dynamics Corp,19.418729795517347,GD,226.51,3257000000,242775807.0,63246802944.0,38469000000,Industrials,19987000000.0,13173000192.0
5096,,Global Defense & National Security Systems Inc,,GDEF,,,,,,,,
5097,,Western Asset Global Partners Income Fund Inc,,GDF,,,,,,,,
5098,,Gardner Denver Inc,,GDI,,,,,,,,
5099,,General Datacomm Industries Inc,,GDIIQ,,,,,,,,
5100,,GDL Fund,,GDL,8.3,,,115202344.0,,Financial Services,,
5101,,Western Asset Global Corporate Defined Opportunity Fund Inc,,GDO,14.78,,,220826496.0,,Financial Services,,
5102,36.66997714460225,Green Dot Corp,34.32102443133951,GDOT,29.8,47480000,48854980.0,1629562240.0,1433047000,Financial Services,1807151000.0,15640000.0
5103,,Goodrich Petroleum Corp,,GDP,,,,,,,,
5104,,Point Capital Inc,,GDSW,,,,,,,,
5105,,Guidant Corp,,GDT,,,,,,,,
5106,,Applied Visual Sciences Inc,,GDTI,,,,,,,,
5107,,Gabelli Dividend & Income Trust,,GDV,22.63,,,2045953280.0,,Financial Services,,145100000.0
5108,,Golden West Financial Corp,,GDW,,,,,,,,
5109,,Green Dragon Wood Products Inc,,GDWP,,,,,,,,
5110,,Goodys Family Clothing Inc,,GDYS,,,,,,,,
5111,27.36411959314013,General Electric Co,-13.265262880981595,GE,78.76,-6520000000,1097605129.0,86489513984.0,74196000000,Industrials,66348000000.0,36313001984.0
5112,,Inovio Pharmaceuticals Inc,,GEB,,,,,,,,
5113,,Global Entertainment Corp,,GECO,,,,,,,,
5114,,Georgia-carolina Bancshares Inc,,GECR,,,,,,,,
5115,,Internet America Inc,,GEEK,,,,,,,,
5116,,GL Energy & Exploration Inc,,GEEX,10.0,,18650000.0,,,Financial Services,,0.0
5117,-29.71937502347959,Greif Inc,7.36587351932429,GEF,59.49,390700000,31090832.0,2877846784.0,5556100000,Consumer Cyclical,1664100000.0,2588100096.0
5118,,Gehl Co,,GEHL,,,,,,,,
5119,-24.205162272201562,Genesis Energy LP,-9.178553872064072,GEL,12.36,-165067000,106540953.0,1515076352.0,2125476000,Energy,542484000.0,3121325056.0
5120,,General Agriculture Corp,,GELT,,,,,,,,
5121,,Green Energy Live Inc,,GELV,,,,,,,,
5122,,Edci Holdings Inc,,GEMS,,,,,,,,
5123,,Genon Energy Inc,,GEN,,,,,,,,
5124,,Global Energy Group Inc,,GENG,,,,,,,,
5125,,Genaera Corp,,GENR,,,,,,,,
5126,,Genutec Business Solutions Inc,,GENU,,,,,,,,
5127,,Genuity Inc,,GENUQ,,,,,,,,
5128,,Genzyme Corp,,GENZ,,,,,,,,
5129,,Georesources Inc,,GEOI,,,,,,,,
5130,,Orbimage Holdings Inc,,GEOY,,,,,,,,
5131,,Gepco LTD,,GEPC,,,,,,,,
5132,,Global Epoint Inc,,GEPT,,,,,,,,
5133,,Guggenheim Equal Weight Enhanced Equity Income Fund,,GEQ,,,,,,,,
5134,0.44467301900479034,Geron Corp,-3.881843185889486,GERN,1.4,-116112000,297315093.0,450728576.0,1393000,Healthcare,187206000.0,54998000.0
5135,3.921856929194502,Guess Inc,-16.781778724347216,GES,20.98,-81229000,33352311.0,1363167104.0,1876529000,Consumer Cyclical,1284094000.0,1153291008.0
5136,,Geotec Thermal Generators Inc,,GETC,,,,,,,,
5137,,Green Earth Technologies Inc,,GETG,,,,,,,,
5138,,Green Envirotech Holdings Corp,,GETH,0.0001,,2948525.0,314.0,,Industrials,,2758955.0
5139,,Gentek Inc,,GETI,,,,,,,,
5140,,Eco Ventures Group Inc,,GEUR,,,,,,,,
5141,,Synageva Biopharma Corp,,GEVA,,,,,,,,
5142,,General Environmental Management Inc,,GEVM,,,,,,,,
5143,1.3874120750293861,Gevo Inc,-14.45702305626404,GEVO,4.24,-59203000,188080387.0,855899136.0,711000,Basic Materials,351791000.0,90846000.0
5144,,Neon Communications Group Inc,,GEX,,,,,,,,
5145,,Gexa Corp,,GEXC,,,,,,,,
5146,,Global Employment Holdings Inc,,GEYH,,,,,,,,
5147,,Global Energy Inc,,GEYI,,,,,,,,
5148,,New Germany Fund Inc,16.916162924449495,GF,9.87,9190051,,155460400.0,3371379,Financial Services,4269574.0,0.0
5149,,Asia Special Situation Acquisition Corp,,GFC,,,,,,,,
5150,,Guaranty Federal Bancshares Inc,,GFED,31.43,,2561452.0,137780320.0,,Financial Services,,55574064.0
5151,-17.715321415425116,Griffon Corp,22.44024329954173,GFF,31.57,79211000,42632817.0,1777514112.0,2270626000,Industrials,1366279000.0,2121533056.0
5152,,Guaranty Financial Group Inc,,GFG,,,,,,,,
5153,,Madero Inc,,GFGU,1e-06,,,14537.0,,Industrials,,1271352.0
5154,,Gfi Group Inc,,GFIG,,,,,,,,
5155,,Greater Community Bancorp,,GFLS,,,,,,,,
5156,,General Finance Corp,,GFN,,,,,,,,
5157,,Great American Financial Resources Inc,,GFR,,,,,,,,
5158,,Excellency Investment Realty Trust Inc,,GFTL,,,,,,,,
5159,,Western Asset Variable Rate Strategic Fund Inc,,GFY,,,,,,,,
5160,,Gfy Foods Inc,,GFYD,,,,,,,,
5161,,GSC Acquisition Co,,GGA,,,,,,,,
5162,,Guar Global LTD,,GGBL,,,,,,,,
5163,,Gigabeam Corp,,GGBM,,,,,,,,
5164,,Guggenheim Enhanced Equity Strategy Fund,,GGE,1.3,6375438,13695536.0,,58491165,Real Estate,113693748.0,120965392.0
5165,7.262575757361985,Graco Inc,24.544386008466216,GGG,63.52,439866000,167268892.0,10796240896.0,1987608000,Industrials,1363621000.0,148818000.0
5166,,Geo Group Inc,,GGI,,,,,,,,
5167,,Goodman Global Inc,,GGL,,,,,,,,
5168,,Guggenheim Credit Allocation Fund,,GGM,,,,,,,,
5169,,Gryphon Gold Corp,14.378222902493354,GGN,4.01,42959995,,617688384.0,21307603,Financial Services,12447863.0,18747.0
5170,,Gamco Global Gold Natural Resources & Income Trust By Gabelli,14.378222902493354,GGN,4.01,42959995,,617688384.0,21307603,Financial Services,12447863.0,18747.0
5171,,Genus Inc,,GGNS,,,,,,,,
5172,,Gigoptix Inc,,GGOX,,,,,,,,
5173,,GGP Inc Fka General Growth Properties Inc & Predecessor To General Growth Properties Inc,,GGP,,,,,,,,
5174,,General Growth Properties Inc,,GGP,,,,,,,,
5175,,Geoglobal Resources Inc,,GGR,4.2,,105990419.0,,,Consumer Cyclical,,540945024.0
5176,,Bluforest Inc,,GGRI,,,,,,,,
5177,,Global Geophysical Services Inc,,GGS,,,,,,,,
5178,,Gold & Gemstone Mining Inc,,GGSM,0.0018,,,1306000.0,,Basic Materials,,133925.0
5179,,Gabelli Multimedia Trust Inc,,GGT,7.97,,,217545136.0,,Financial Services,,0.0
5180,,Good Guys Inc,,GGUY,,,,,,,,
5181,,Golf Galaxy Inc,,GGXY,,,,,,,,
5182,,Genesis Healthcare Corp,,GHCI,,,,,,,,
5183,,Global Cornerstone Holdings LTD,,GHCSF,,,,,,,,
5184,,Genomic Health Inc,,GHDX,,,,,,,,
5185,,Talon Real Estate Holding Corp,,GHGD,,,,,,,,
5186,,Global High Income Fund Inc,,GHI,,,,,,,,
5187,,Gold Horse International Inc,,GHII,,,,,,,,
5188,-11.683736501415261,Greenhill & Co Inc,5.354279447910758,GHL,12.25,42312000,13460763.0,226550272.0,305393000,Financial Services,203259000.0,360531008.0
5189,,Acting Scout Inc,,GHLV,,,,,,,,
5190,8.358657003467687,Graham Corp,32.801246840775065,GHM,7.32,2374000,9886995.0,77870160.0,97489000,Industrials,120248000.0,37606000.0
5191,,Granahan Mccourt Acquisition Corp,,GHN,,,,,,,,
5192,,GHN Agrispan Holding Co,,GHNA,,,,,,,,
5193,,Gatehouse Media Inc,,GHS,,,,,,,,
5194,,Ghost Technology Inc,,GHST,0.15,,52475621.0,794337.0,,Consumer Cyclical,,201684.0
5195,,Prudential Global Short Duration High Yield Fund Inc,,GHY,12.6,,,515641152.0,,Financial Services,,
5196,,Giant Industries Inc,,GI,,,,,,,,
5197,,Gulfstream International Group Inc,,GIA,9.995,,19012503.0,295302272.0,,Financial Services,,0.0
5198,,Self Storage Group Inc,,GIFD,,,,,,,,
5199,6.3716725856046414,Gulf Island Fabrication Inc,-2.3922060627932153,GIFI,3.4099,-22168000,13108489.0,53030424.0,93452000,Industrials,85478000.0,1955000.0
5200,3.12789998405309,Giga Tronics Inc,-6.933867684478371,GIGA,1.0,-393000,1561431.0,2725010.0,13052000,Technology,6358000.0,1474000.0
5201,3.12789998405309,Gigamedia LTD,-6.933867684478371,GIGA,1.0,-393000,1561431.0,2725010.0,13052000,Technology,6358000.0,1474000.0
5202,22.09377776089815,G III Apparel Group LTD,51.44610031853897,GIII,24.94,23545000,42891939.0,1211298432.0,2055146000,Consumer Cyclical,1652857000.0,705212032.0
5203,-15.819810971817649,Gilead Sciences Inc,13.057643992931727,GILD,64.8,6225000000,1253807750.0,81283833856.0,27305000000,Healthcare,14772000000.0,34607001600.0
5204,,Templeton Global Income Fund,-12.26468500807209,GIM,4.63,-38806550,,475950112.0,35466270,Financial Services,18656013.0,0.0
5205,,Jinhao Motor Co,,GIMC,,,,,,,,
5206,,Gigamon Inc,,GIMO,,,,,,,,
5207,,Global Immune Technologies Inc,,GIMU,,,,,,,,
5208,-10.849920308075916,General Mills Inc,18.017836245832978,GIS,69.89,2339800000,600483682.0,42158133248.0,18127000000,Consumer Defensive,5754500000.0,12269700096.0
5209,,Investview Inc,,GISV,,,,,,,,
5210,,Global Imaging Systems Inc,,GISX,,,,,,,,
5211,,Global It Holdings Inc,,GITH,,,,,,,,
5212,,Given Imaging LTD,,GIVN,,,,,,,,
5213,,Wilber Corp,,GIW,10.03,,18302284.0,271652512.0,,Financial Services,,0.0
5214,,G&K Services Inc,,GK,,,,,,,,
5215,,M Power Entertainment Inc,,GKIG,,,,,,,,
5216,-0.02112029335092862,General Kinetics Inc,-5.60806814711784,GKIN,1.49,-13406994,9244900.0,75187336.0,0,Basic Materials,11044.0,206299.0
5217,,Gold Kist Inc,,GKIS,,,,,,,,
5218,,Greenkraft Inc,,GKIT,0.03,,20015331.0,3093090.0,,Consumer Cyclical,,3784619.0
5219,,Gramercy Property Trust Inc,,GKK,,,,,,,,
5220,,Geeknet Inc,,GKNT,,,,,,,,
5221,,V Media Corp,,GKYI,,,,,,,,
5222,-12.400911629121113,Great Lakes REIT,13.297429533705882,GL,98.1,744959000,90806226.0,9906039808.0,5112869000,Financial Services,900058000.0,2026137984.0
5223,,Clark Holdings Inc,,GLA,,,,,,,,
5224,,Gladstone Capital Corp,4.683847352874886,GLAD,11.51,84299000,,394843648.0,53794000,Financial Services,6858000.0,251138000.0
5225,,Global Aviation Holdings Inc,,GLAH,,,,,,,,
5226,,Environmental Service Professionals Inc,,GLAR,,,,,,,,
5227,,Glenborough Realty Trust Inc,,GLB,,,,,,,,
5228,,Global Crossing LTD,,GLBC,,,,,,,,
5229,,Global Industries LTD,,GLBL,9.8,,30046050.0,422625024.0,,Financial Services,,0.0
5230,,Globe Bancorp Inc,,GLBP,,,,,,,,
5231,,Globalnet Corp,,GLBT,,,,,,,,
5232,20.395405390844594,Glen Burnie Bancorp,12.987649443561208,GLBZ,11.45,2516000,2153132.0,32676926.0,14045000,Financial Services,63914000.0,20000000.0
5233,,Gold Banc Corp Inc,,GLDB,,,,,,,,
5234,,Golden Enterprises Inc,,GLDC,,,,,,,,
5235,-0.8777235925088168,Great Lakes Dredge & Dock Corp,19.734780385175593,GLDD,14.84,49432000,64090810.0,975529664.0,726149000,Industrials,327432000.0,383686016.0
5236,,Golden Global Corp,,GLDG,1.2,,143442648.0,180480000.0,,Basic Materials,,12925133.0
5237,,Golden Telecom Inc,,GLDN,,,,,,,,
5238,,Gulfmark Offshore Inc,,GLF,,,,,,,,
5239,,Guilford Pharmaceuticals Inc,,GLFD,,,,,,,,
5240,,Gulf United Energy Inc,,GLFE,,,,,,,,
5241,,Gulf & Orient Steamship Company LTD,,GLFO,,,,,,,,
5242,,Freedom Acquisition Holdings Inc,,GLG,0.1808,,149430244.0,24981860.0,,Technology,,6065510.0
5243,,Ore Pharmaceuticals Inc,,GLGC,,,,,,,,
5244,-0.31469195809646333,Greystone Logistics Inc,6.809443833453013,GLGI,0.7995,3353384,12791474.0,22834680.0,64925059,Basic Materials,12621506.0,16646880.0
5245,,Glycogenesys  Inc,,GLGS,,,,,,,,
5246,,Grant Life Sciences Inc,,GLIF,,,,,,,,
5247,,Great Lakes Chemical Corp,,GLK,,,,,,,,
5248,,Global Links Corp,,GLKCE,,,,,,,,
5249,,Glassmaster Co,,GLMA,,,,,,,,
5250,,Global Mobiletech Inc,,GLMB,,,,,,,,
5251,,Global National Communications Corp,,GLNC,,,,,,,,
5252,,Clough Global Opportunities Fund,,GLO,7.93,,,315796384.0,,Financial Services,,245674800.0
5253,16.417918472698677,Global Med Technologies Inc,85.27593042211004,GLOB,198.0,96065000,40984185.0,8192032256.0,1297078000,Technology,819600000.0,146724992.0
5254,,Ahpc Holdings Inc,,GLOV,,,,,,,,
5255,,Glowpoint Inc,,GLOWE,,,,,,,,
5256,-18.762680206421898,Global Partners LP,17.73226964956742,GLP,29.9,57215000,27038992.0,1014551808.0,13248277000,Energy,1065085000.0,1572408960.0
5257,-20.3421202773613,Gaming & Leisure Properties Inc,22.052167603225932,GLPI,47.64,534047000,235370112.0,11776893952.0,1216351000,Real Estate,2003993000.0,6791920128.0
5258,,Global Power Equipment Group Inc,,GLPW,,,,,,,,
5259,,Clough Global Equity Fund,,GLQ,9.71,,,171405776.0,,Financial Services,,131593632.0
5260,,G&L Realty Corp,,GLR,,,,,,,,
5261,41.38526046732777,Greenlight Capital Re LTD,14.844710433496417,GLRE,7.71,17578000,24825916.0,260940320.0,592658000,Financial Services,1127943000.0,100516000.0
5262,,Morgan Stanley Global Long,,GLSF,,,,,,,,
5263,,Morgan Stanley Global Long,,GLSF,,,,,,,,
5264,-4.920335046293002,Glatfelter P H Co,55.64835058382586,GLT,8.67,6937000,41122198.0,386032608.0,1084694000,Basic Materials,636566000.0,838900992.0
5265,,Geltech Solutions Inc,,GLTC,,,,,,,,
5266,,Greenlite Ventures Inc,,GLTV,,,,,,,,
5267,,Gabelli Global Utility & Income Trust,,GLU,16.96,,,91161520.0,,Financial Services,,47423.0
5268,,Glu Mobile Inc,,GLUU,,,,,,,,
5269,,Great Lakes Aviation LTD,,GLUX,1e-06,,8524446.0,717.0,,Industrials,,27500000.0
5270,,Clough Global Allocation Fund,5.004805808025267,GLV,8.99,20187240,,101033216.0,3086637,Financial Services,14220626.0,61543788.0
5271,0.9081638114400064,Corning Inc,15.96222267366212,GLW,35.65,1906000000,743257980.0,30423996416.0,14082000000,Technology,7659000000.0,6984000000.0
5272,-1.7201408410953394,Galaxy Gaming Inc,39.378437095726326,GLXZ,3.72,2111812,17786854.0,83159856.0,19984378,Consumer Cyclical,23890122.0,54486016.0
5273,,Glycomimetics Inc,-0.5152074803211739,GLYC,0.6316,-63427437,32583186.0,32678290.0,1159767,Healthcare,90788694.0,
5274,,Glyeco Inc,,GLYE,0.0004,,1427235.0,171056.0,,Basic Materials,,6629604.0
5275,,Galyans Trading Co Inc,,GLYN,,,,,,,,
5276,,Genlyte Group Inc,,GLYT,,,,,,,,
5277,-20.82310292476691,Motors Liquidation Co,5.589204383671025,GM,38.57,10019000000,1385384211.0,55998238720.0,127004000000,Consumer Cyclical,82103000000.0,110950998016.0
5278,-20.82310292476691,General Motors Co,5.589204383671025,GM,38.57,10019000000,1385384211.0,55998238720.0,127004000000,Consumer Cyclical,82103000000.0,110950998016.0
5279,,Gordmans Stores Inc,,GMAN,,,,,,,,
5280,,Geovic Mining Corp,,GMC,,,,,,,,
5281,,Green Mountain Capital Inc,,GMCI,,,,,,,,
5282,,Green Mountain Coffee Roasters Inc,,GMCR,,,,,,,,
5283,,Global Medical Products Holdings Inc,,GMDP,,,,,,,,
5284,30.942029762874682,Gamestop Corp,-48.658120947515094,GME,137.21,-215300000,63014612.0,10476093440.0,5089800000,Consumer Cyclical,2598800000.0,649000000.0
5285,30.942029762874682,Gamestop Corp,-48.658120947515094,GME,137.21,-215300000,63014612.0,10476093440.0,5089800000,Consumer Cyclical,2598800000.0,649000000.0
5286,11.19769543982461,Genomed Inc,45.44213374801429,GMED,66.82,149191000,76753561.0,6779557376.0,958102000,Healthcare,864516000.0,5053000.0
5287,11.19769543982461,Globus Medical Inc,45.44213374801429,GMED,66.82,149191000,76753561.0,6779557376.0,958102000,Healthcare,864516000.0,5053000.0
5288,,Gambit Energy Inc,,GMEI,,,,,,,,
5289,,Gaming & Entertainment Group Inc,,GMEI,,,,,,,,
5290,,Geomet Inc,,GMET,,,,,,,,
5291,,Gallery Management Holding Corp,,GMHC,,,,,,,,
5292,,Guilford Mills Inc,,GMIL,,,,,,,,
5293,,Gmarket Inc,,GMKT,,,,,,,,
5294,,Magic Lantern Group Inc,,GML,,,,,,,,
5295,,Gemco Minerals Inc,,GMML,,,,,,,,
5296,,Goldtech Mining Corp,,GMNC,,,,,,,,
5297,,General Moly Inc,,GMO,,,,,,,,
5298,,Green Mountain Power Corp,,GMP,,,,,,,,
5299,,Gamma Pharmaceuticals Inc,,GMPM,,,,,,,,
5300,,General Maritime Subsidiary Corp,,GMR,,,,,,,,
5301,,General Maritime Corp,,GMR,,,,,,,,
5302,,Aip Macro Registered Fund A,,GMRF,,,,,,,,
5303,,Aip Macro Registered Fund P,,GMRF,,,,,,,,
5304,,Games Inc,,GMSI,,,,,,,,
5305,,Gemstar TV Guide International Inc,,GMST,,,,,,,,
5306,,Gatx Corp,,GMT,,,,,,,,
5307,,Gametech International Inc,,GMTC,,,,,,,,
5308,,Global Matrechs Inc,,GMTH,,,,,,,,
5309,,Gander Mountain Co,,GMTN,,,,,,,,
5310,,GMX Resources Inc,,GMXR,,,,,,,,
5311,,Goldman Sachs MLP Income Opportunities Fund,,GMZ,,,,,,,,
5312,,Gainsco Inc,,GNAC,9.8,,19903625.0,281750016.0,,Financial Services,,3393102.0
5313,,Groen Brothers Aviation Inc,,GNBA,,,,,,,,
5314,,Generex Biotechnology Corp,,GNBT,0.002,,116431575.0,236892.0,,Healthcare,,10604235.0
5315,,GNC Holdings Inc,,GNC,,,,,,,,
5316,,Gencor Industries Inc,,GNCI,,,,,,,,
5317,,General Communication Inc,,GNCMA,,,,,,,,
5318,,General Devices Inc,,GNDV,,,,,,,,
5319,9.417783171593925,Genie Energy LTD,7.1416027931813515,GNE,7.96,29214000,21089995.0,208634784.0,363725000,Utilities,200345000.0,1724000.0
5320,,Global Traffic Network Inc,,GNET,,,,,,,,
5321,,Golden Gate Homes Inc,,GNGT,,,,,,,,
5322,,Genelabs Technologies Inc,,GNLB,,,,,,,,
5323,,Genelink Inc,,GNLK,,,,,,,,
5324,,Genmark Diagnostics Inc,,GNMK,,,,,,,,
5325,,General Chemical Group Inc,,GNMP,,,,,,,,
5326,,General Chemical Industrial Products Inc,,GNMP,,,,,,,,
5327,,General Metals Corp,,GNMT,,,,,,,,
5328,,Millennium Prime Inc,,GNOLOB,,,,,,,,
5329,,Complete Genomics Inc,,GNOM,,,,,,,,
5330,,Genius Products Inc,,GNPI,,,,,,,,
5331,12.177822995932676,Generac Holdings Inc,29.358660403201487,GNRC,256.17,550494000,62777145.0,16161766400.0,3737184000,Industrials,1848464000.0,1083975040.0
5332,,Gateway Energy Corp,,GNRGE,,,,,,,,
5333,,General Bearing Corp,,GNRL,,,,,,,,
